ID,name,age,sex,breed,color,coat,size,neutered,likes_children
6732,Rozi,8.92,female,"Hungarian Vizsla, Labrador Retriever Mix",yellow,short,medium,NaN,NaN
56,Romeo,11.92,male,Unknown Mix,gray and white,short,large,yes,NaN
262,Dumbi,7.0,female,"Golden Retriever, Setter, Vizsla Mix",brown and white,medium,medium,NaN,yes
504,Dina,15.92,female,Unknown Mix,brown and white,short,medium,NaN,yes
498,Potyi,8.17,female,Unknown Mix,black and white,short,medium,NaN,NaN
506,Castor,7.75,male,Siberian Husky Mix,black and white,short,medium,NaN,yes
6715,NaN,10.08,female,"Bolognese, Havanese",white,long,small,NaN,NaN
499,Inca,7.25,female,Unknown Mix,black and brown,short,medium,NaN,yes
496,Helena,7.17,female,Unknown Mix,yellow-brown,short,medium,NaN,NaN
508,Franklin,9.17,male,German Shepherd Dog,sable,short,medium,NaN,yes
6755,NaN,6.92,male,Unknown Mix,yellow-brown,short,medium,NaN,yes
1009,Stefan,7.75,male,"Belgian Malinois, Hungarian Vizsla Mix",brown,short,medium,NaN,NaN
501,Bobby,6.25,male,German Shepherd Dog Mix,black and brown,short,medium,NaN,NaN
6719,Mira,13.67,female,"Puli, Schnauzer, Spaniel Mix",black,long,medium,no,yes
500,Zoya,15.92,female,Unknown Mix,yellow-brown,short,medium,NaN,yes
22,Keverek Kislany,6.08,female,Unknown Mix,black,short,medium,no,yes
1019,Temes,7.5,male,Labrador Retriever Mix,black,short,medium,NaN,NaN
507,Conny,6.83,female,Unknown Mix,white,short,medium,NaN,yes
502,Buddy,6.25,male,German Shepherd Dog Mix,black and brown,short,medium,NaN,NaN
95,Bobi,7.92,male,Unknown Mix,gray,short,large,no,yes
467,Amalia,6.92,female,Unknown Mix,brown and white,short,medium,NaN,NaN
1300,Ragcsa,8.08,male,Unknown Mix,brown,short,medium,no,NaN
1292,Lelenc,7.5,female,Unknown Mix,black and white,short,large,no,NaN
18,Nugat,7.42,male,German Pointer Mix,brown,short,medium,yes,yes
16,Brikett,8.17,male,Schnauzer Mix,black,wirehaired,medium,yes,yes
6667,Bela,7.25,male,Unknown Mix,black and tan,short,medium,no,NaN
2244,Buksi,6.75,female,Unknown Mix,apricot,short,medium,yes,yes
348,Amina,9.08,female,Unknown Mix,brown and white,short,medium,no,yes
478,Flexy,10.75,male,Unknown Mix,black and brown,short,medium,NaN,yes
17,Blikk,6.5,male,"Bernese Mountain Dog, Dachshund Mix",tricolor,medium,small,no,yes
347,Blacky,9.08,male,"American Pit Bull Terrier, Staffordshire Terrier Mix",black and white,short,large,yes,NaN
135,Snoopy,8.17,female,Doberman Mix,black,short,medium,yes,yes
6663,Mudika,7.08,male,Mudi Mix,black,medium,small,NaN,yes
489,Sue,6.92,female,Unknown Mix,brown and white,short,medium,NaN,NaN
6668,Tom,7.25,male,Unknown Mix,black,short,medium,no,NaN
19,Luca,8.17,female,Unknown Mix,black,short,medium,yes,yes
122,Negro,11.0,male,Briard Mix,black,long,large,yes,yes
6678,Zoe,11.0,female,German Shepherd Dog,brown,short,large,NaN,yes
1022,Sophy,9.92,female,German Shepherd Dog Mix,black and tan,short,medium,yes,NaN
31,Szormok,14.92,male,Unknown Mix,saddle back,medium,large,yes,NaN
25,Toto,7.17,male,Siberian Husky Mix,black and white,short,medium,no,yes
9,Dani,10.08,male,Staffordshire Terrier Mix,black and white,short,large,NaN,NaN
6587,NaN,11.17,male,Unknown Mix,black,short,medium,NaN,NaN
29,Rozsdi,14.42,male,Unknown Mix,brown and white,short,large,NaN,NaN
463,Teo,7.75,male,Unknown Mix,black,short,medium,NaN,yes
23,Maci,16.17,male,Unknown Mix,brown and white,short,large,NaN,NaN
552,Tuske,15.92,male,Collie Mix,tricolor,long,medium,NaN,yes
1,Tigo,10.92,male,"German Shepherd Dog, Labrador Retriever, Staffordshire Terrier Mix",black and brown,medium,large,yes,no
10,Donci,14.92,male,Old German Shepherd Mix,brown and white,long,medium,NaN,NaN
548,Nape,6.58,female,Dachshund Mix,saddle back,short,small,NaN,yes
25,Malna,12.92,female,Unknown Mix,black and brown,long,medium,yes,NaN
464,Anka,8.92,female,Unknown Mix,black,short,medium,NaN,yes
7,Beni,13.92,male,"Beagle, Dachshund Mix",tricolor,short,small,no,NaN
451,Martina,7.75,female,Labrador Retriever Mix,black,short,medium,NaN,NaN
17,Fruzsi,14.17,female,Schnauzer Mix,gray and white,medium,medium,yes,NaN
550,Patak,6.83,female,Dachshund Mix,black and tan,medium,small,NaN,yes
457,Stella,15.92,female,German Shepherd Dog,saddle back,short,medium,NaN,NaN
546,Primas,8.33,male,Dachshund Mix,black and tan,short,small,NaN,yes
547,Celi,7.0,male,Rottweiler Mix,black and tan,short,large,NaN,yes
6524,Bloki,7.25,male,"German Shepherd Dog, Rottweiler, Staffordshire Terrier Mix",sable,short,medium,no,yes
437,Zsani,14.92,female,Dachshund Mix,brown,short,medium,NaN,NaN
6565,Ledi,7.17,female,German Shepherd Dog,black and tan,short,large,NaN,yes
445,Hilda,7.75,female,Unknown Mix,brown,short,medium,NaN,NaN
2071,Bundas,7.92,male,Terrier Mix,black and white,medium,medium,yes,NaN
544,Chagall,7.17,male,German Shepherd Dog Mix,sable,medium,large,NaN,yes
132,Betti,8.25,female,German Shepherd Dog Mix,sable,medium,large,no,yes
2,Rachel,13.25,female,Rhodesian Ridgeback Mix,red,short,large,NaN,NaN
431,Jessica,6.75,female,Unknown Mix,golden,short,medium,NaN,yes
543,Sharon,14.33,female,Beagle,tricolor,short,medium,NaN,yes
362,Filou,12.25,male,German Pointer Mix,black and white,short,medium,NaN,no
3,Panka,14.92,female,German Shepherd Dog Mix,black and brown,short,large,yes,NaN
137,Gabor,8.25,male,Siberian Husky Mix,yellow,short,medium,NaN,NaN
447,Herta,7.25,female,Unknown Mix,brown and white,short,medium,NaN,NaN
2059,Kaboca,7.5,female,Unknown Mix,black,wirehaired,medium,yes,NaN
6,Amalia,13.17,female,Unknown Mix,yellow-brown,long,large,yes,NaN
33,Szemi,7.25,female,Unknown Mix,tricolor,short,large,yes,NaN
2172,Macky,6.5,male,Unknown Mix,yellow-brown,short,medium,NaN,NaN
5,Alma,12.92,female,Unknown Mix,gray and black,long,medium,yes,NaN
438,Zsombi,14.92,male,Dachshund Mix,brown,short,medium,NaN,NaN
130,Gergo,6.67,male,Unknown Mix,black,short,medium,NaN,yes
2221,Anda,7.5,female,Labrador Retriever Mix,black,short,large,no,yes
6512,NaN,9.25,male,Pinscher Mix,black and brown,short,small,NaN,NaN
542,Legra,7.17,female,Labrador Retriever Mix,black,short,large,NaN,yes
800,Sarah,11.17,female,Unknown Mix,apricot,short,medium,yes,yes
541,Havana,8.33,female,Unknown Mix,black,short,medium,NaN,yes
14,Brico,6.75,male,Unknown Mix,striped,wirehaired,medium,yes,yes
69,Tarzan,7.92,male,Terrier Mix,yellow-brown,medium,large,no,NaN
6508,NaN,6.67,male,Dachshund Mix,yellow-brown,short,small,no,yes
1263,Prucsi,10.33,female,Unknown Mix,yellow-brown,short,large,yes,NaN
1259,Csilla,7.0,female,German Shepherd Dog Mix,black and brown,short,large,no,NaN
11,Borika,8.25,female,Pinscher Mix,brown,short,small,yes,yes
127,Panna,6.5,female,Bull Terrier Mix,yellow,short,medium,yes,yes
10,Borcsa,14.33,female,Unknown Mix,black and tan,short,medium,yes,yes
9,Ricsi,7.67,male,"Labrador Retriever, Rhodesian Ridgeback Mix",golden,short,large,yes,yes
15,Bond,6.75,male,Unknown Mix,brown and white,wirehaired,medium,yes,yes
13,Benga,6.75,male,Unknown Mix,gray,medium,medium,yes,yes
126,Pocok,6.5,female,Bull Terrier Mix,striped,short,medium,yes,yes
6509,Ismeretlen...,7.33,male,Fox Terrier,black and white,short,small,no,yes
799,Robi,12.17,male,Labrador Retriever Mix,apricot,short,large,NaN,NaN
536,Chili,6.67,male,Unknown Mix,brown,short,medium,NaN,yes
6486,Fuchur A Sarkany,6.67,male,"Border Collie, Labrador Retriever, White Swiss Shepherd Mix",golden,medium,medium,no,yes
979,Eben,6.58,male,Unknown Mix,black,medium,small,NaN,yes
3477,NaN,7.33,male,Unknown Mix,yellow-brown,medium,medium,NaN,NaN
539,Somlo,11.83,female,Dachshund Mix,brown,short,small,NaN,yes
418,Boogie,13.92,male,Dogo Argentino Mix,spotty,short,medium,NaN,NaN
8,Berci,8.33,male,Unknown Mix,black,short,medium,NaN,NaN
6487,Nanny,7.83,female,"German Shepherd Dog, Labrador Retriever Mix",golden,short,medium,no,yes
443,Bogar,7.83,male,Unknown Mix,black,medium,medium,yes,NaN
456,Tomi Es Rani,11.33,male,Unknown Mix,black,wirehaired,medium,yes,NaN
421,Rosa,7.75,female,Unknown Mix,black,short,medium,NaN,NaN
3480,Fondu,7.0,female,"Chinese Shar-Pei, Labrador Retriever Mix",yellow-brown,short,medium,yes,yes
447,Csopi,7.33,female,Terrier Mix,black,short,medium,NaN,NaN
455,Mimi,7.33,female,Unknown Mix,gray,short,medium,NaN,NaN
3481,NaN,7.42,male,"Pekingese, Spitz Mix",black and white,medium,small,no,NaN
5,NaN,11.83,female,German Shepherd Dog Mix,black and brown,short,small,no,yes
105,Juanita,6.92,female,Dogo Argentino,white,short,medium,yes,yes
416,Annabell,7.25,female,Unknown Mix,brown,short,medium,NaN,NaN
446,Csillag,7.08,male,Unknown Mix,black and brown,short,large,yes,NaN
538,Nanook,7.33,male,German Shepherd Dog Mix,sable,medium,large,NaN,yes
983,Habarcs,11.58,female,Unknown Mix,tricolor,short,medium,yes,NaN
121,Pixie,6.67,female,Staffordshire Terrier Mix,black and brown,short,medium,yes,yes
3,Suti,6.75,male,Unknown Mix,tricolor,short,medium,no,yes
1,Bozont,8.92,male,Schnauzer Mix,striped,short,small,no,yes
984,Raba,9.33,male,"Belgian Sheepdog, German Shepherd Dog Mix",tricolor,short,medium,yes,NaN
6472,NaN,10.33,male,"Bolognese, Havanese, Maltese",brown and white,medium,small,no,NaN
413,Turbo,7.58,male,Unknown Mix,black,short,medium,NaN,NaN
533,Larissa,7.08,female,Unknown Mix,black and brown,short,medium,NaN,yes
981,Galiba,14.58,male,Unknown Mix,yellow,medium,medium,yes,NaN
979,Gyali Gizmo,10.83,male,Unknown Mix,black,short,medium,yes,NaN
1,NaN,6.17,male,Unknown Mix,white,medium,small,no,NaN
415,Jim,11.92,male,Unknown Mix,black and brown,short,medium,NaN,yes
2,NaN,6.17,female,Unknown Mix,yellow-brown,short,medium,no,NaN
532,Ozdor,8.92,male,Unknown Mix,black,short,large,NaN,yes
531,Opal,8.92,female,Unknown Mix,black,short,large,NaN,NaN
534,River,7.0,male,Unknown Mix,brown,short,medium,NaN,yes
535,Izabell,8.92,female,German Shepherd Dog Mix,sable,short,large,NaN,yes
3,NaN,6.17,male,Unknown Mix,yellow-brown,short,small,NaN,NaN
2,Domino,14.92,male,German Dog,spotty,short,large,yes,NaN
5,Bobo,6.5,male,Unknown Mix,tricolor,short,small,no,yes
943,Sashalmi Alex,12.25,male,Unknown Mix,gray and white,short,large,yes,NaN
400,Brenda,6.67,female,Unknown Mix,black and white,short,medium,NaN,NaN
410,Jetta,6.58,female,Unknown Mix,black,short,small,NaN,NaN
396,Prinz,7.67,male,Unknown Mix,black,wirehaired,medium,NaN,NaN
593,Irisz,8.75,female,Staffordshire Terrier Mix,brown and white,short,medium,yes,yes
407,Limbo,12.92,male,Puli Mix,gray,wirehaired,medium,NaN,yes
6436,NaN,6.5,male,Unknown Mix,brown,short,medium,NaN,NaN
1021,Donna &Amp,11.42,female,German Shepherd Dog,sable,long,large,NaN,NaN
528,Theodora,10.92,female,Unknown Mix,brown,long,medium,NaN,yes
412,Malvina,7.75,female,Unknown Mix,gray and black,wirehaired,medium,NaN,NaN
529,Waldi,6.75,male,Unknown Mix,black and brown,short,medium,NaN,NaN
409,Patsy,7.5,female,Unknown Mix,yellow-brown,short,medium,NaN,yes
401,Tanja,7.92,female,German Shepherd Dog Mix,black,short,medium,NaN,yes
402,Ryen,7.83,male,Unknown Mix,black and brown,short,medium,NaN,NaN
21,Kiskutya,6.58,female,Unknown Mix,brown,short,small,no,yes
406,Barnabas,7.75,male,Dachshund Mix,brown,short,medium,NaN,yes
