ID,name,age,sex,breed,color,coat,size,neutered,likes_children
1470,Marco,8.25,male,Dachshund Mix,black,short,medium,,
1471,Virginia,10.92,female,Unknown Mix,black and brown,short,medium,,
1472,,6.42,female,German Shepherd Dog Mix,black and brown,short,medium,,
1473,Bessy,6.17,female,Unknown Mix,saddle back,short,medium,,
1474,Jakab,6.83,male,Hound Mix,brown,short,large,yes,
1475,Carlo,10.92,male,Unknown Mix,black,wirehaired,medium,,
1476,Dener,12.92,male,Unknown Mix,brown,short,large,no,yes
1477,Primus,16.92,male,German Shepherd Dog,sable,short,medium,,
1478,Sunny,10.17,female,Unknown Mix,white,short,medium,,yes
1479,Juhasz,11.0,male,Kuvasz,white,medium,large,yes,
1480,Betyarka,14.33,male,Unknown Mix,saddle back,short,large,,
1481,Rozi,8.92,female,"Hungarian Vizsla, Labrador Retriever Mix",yellow,short,medium,,
1482,Romeo,11.92,male,Unknown Mix,gray and white,short,large,yes,
1483,Dumbi,7.0,female,"Golden Retriever, Setter, Vizsla Mix",brown and white,medium,medium,,yes
1484,Dina,15.92,female,Unknown Mix,brown and white,short,medium,,yes
1485,Potyi,8.17,female,Unknown Mix,black and white,short,medium,,
1486,Castor,7.75,male,Siberian Husky Mix,black and white,short,medium,,yes
1487,,10.08,female,"Bolognese, Havanese",white,long,small,,
1488,Inca,7.25,female,Unknown Mix,black and brown,short,medium,,yes
1489,Helena,7.17,female,Unknown Mix,yellow-brown,short,medium,,
1490,Franklin,9.17,male,German Shepherd Dog,sable,short,medium,,yes
1491,,6.92,male,Unknown Mix,yellow-brown,short,medium,,yes
1492,Stefan,7.75,male,"Belgian Malinois, Hungarian Vizsla Mix",brown,short,medium,,
1493,Bobby,6.25,male,German Shepherd Dog Mix,black and brown,short,medium,,
1494,Mira,13.67,female,"Puli, Schnauzer, Spaniel Mix",black,long,medium,no,yes
1495,Zoya,15.92,female,Unknown Mix,yellow-brown,short,medium,,yes
1496,Keverek Kislany,6.08,female,Unknown Mix,black,short,medium,no,yes
1497,Temes,7.5,male,Labrador Retriever Mix,black,short,medium,,
1498,Conny,6.83,female,Unknown Mix,white,short,medium,,yes
1499,Buddy,6.25,male,German Shepherd Dog Mix,black and brown,short,medium,,
1500,Bobi,7.92,male,Unknown Mix,gray,short,large,no,yes
1501,Amalia,6.92,female,Unknown Mix,brown and white,short,medium,,
1502,Ragcsa,8.08,male,Unknown Mix,brown,short,medium,no,
1503,Lelenc,7.5,female,Unknown Mix,black and white,short,large,no,
1504,Nugat,7.42,male,German Pointer Mix,brown,short,medium,yes,yes
1505,Brikett,8.17,male,Schnauzer Mix,black,wirehaired,medium,yes,yes
1506,Bela,7.25,male,Unknown Mix,black and tan,short,medium,no,
1507,Buksi,6.75,female,Unknown Mix,apricot,short,medium,yes,yes
1508,Amina,9.08,female,Unknown Mix,brown and white,short,medium,no,yes
1509,Flexy,10.75,male,Unknown Mix,black and brown,short,medium,,yes
1510,Blikk,6.5,male,"Bernese Mountain Dog, Dachshund Mix",tricolor,medium,small,no,yes
1511,Blacky,9.08,male,"American Pit Bull Terrier, Staffordshire Terrier Mix",black and white,short,large,yes,
1512,Snoopy,8.17,female,Doberman Mix,black,short,medium,yes,yes
1513,Mudika,7.08,male,Mudi Mix,black,medium,small,,yes
1514,Sue,6.92,female,Unknown Mix,brown and white,short,medium,,
1515,Tom,7.25,male,Unknown Mix,black,short,medium,no,
1516,Luca,8.17,female,Unknown Mix,black,short,medium,yes,yes
1517,Negro,11.0,male,Briard Mix,black,long,large,yes,yes
1518,Zoe,11.0,female,German Shepherd Dog,brown,short,large,,yes
1519,Sophy,9.92,female,German Shepherd Dog Mix,black and tan,short,medium,yes,
1520,Szormok,14.92,male,Unknown Mix,saddle back,medium,large,yes,
1521,Toto,7.17,male,Siberian Husky Mix,black and white,short,medium,no,yes
1522,Dani,10.08,male,Staffordshire Terrier Mix,black and white,short,large,,
1523,,11.17,male,Unknown Mix,black,short,medium,,
1524,Rozsdi,14.42,male,Unknown Mix,brown and white,short,large,,
1525,Teo,7.75,male,Unknown Mix,black,short,medium,,yes
1526,Maci,16.17,male,Unknown Mix,brown and white,short,large,,
1527,Tuske,15.92,male,Collie Mix,tricolor,long,medium,,yes
1528,Tigo,10.92,male,"German Shepherd Dog, Labrador Retriever, Staffordshire Terrier Mix",black and brown,medium,large,yes,no
1529,Donci,14.92,male,Old German Shepherd Mix,brown and white,long,medium,,
1530,Nape,6.58,female,Dachshund Mix,saddle back,short,small,,yes
1531,Malna,12.92,female,Unknown Mix,black and brown,long,medium,yes,
1532,Anka,8.92,female,Unknown Mix,black,short,medium,,yes
1533,Beni,13.92,male,"Beagle, Dachshund Mix",tricolor,short,small,no,
1534,Martina,7.75,female,Labrador Retriever Mix,black,short,medium,,
1535,Fruzsi,14.17,female,Schnauzer Mix,gray and white,medium,medium,yes,
1536,Patak,6.83,female,Dachshund Mix,black and tan,medium,small,,yes
1537,Stella,15.92,female,German Shepherd Dog,saddle back,short,medium,,
1538,Primas,8.33,male,Dachshund Mix,black and tan,short,small,,yes
1539,Celi,7.0,male,Rottweiler Mix,black and tan,short,large,,yes
1540,Bloki,7.25,male,"German Shepherd Dog, Rottweiler, Staffordshire Terrier Mix",sable,short,medium,no,yes
1541,Zsani,14.92,female,Dachshund Mix,brown,short,medium,,
1542,Ledi,7.17,female,German Shepherd Dog,black and tan,short,large,,yes
1543,Hilda,7.75,female,Unknown Mix,brown,short,medium,,
1544,Bundas,7.92,male,Terrier Mix,black and white,medium,medium,yes,
1545,Chagall,7.17,male,German Shepherd Dog Mix,sable,medium,large,,yes
1546,Betti,8.25,female,German Shepherd Dog Mix,sable,medium,large,no,yes
1547,Rachel,13.25,female,Rhodesian Ridgeback Mix,red,short,large,,
1548,Jessica,6.75,female,Unknown Mix,golden,short,medium,,yes
1549,Sharon,14.33,female,Beagle,tricolor,short,medium,,yes
1550,Filou,12.25,male,German Pointer Mix,black and white,short,medium,,no
1551,Panka,14.92,female,German Shepherd Dog Mix,black and brown,short,large,yes,
1552,Gabor,8.25,male,Siberian Husky Mix,yellow,short,medium,,
1553,Herta,7.25,female,Unknown Mix,brown and white,short,medium,,
1554,Kaboca,7.5,female,Unknown Mix,black,wirehaired,medium,yes,
1555,Amalia,13.17,female,Unknown Mix,yellow-brown,long,large,yes,
1556,Szemi,7.25,female,Unknown Mix,tricolor,short,large,yes,
1557,Macky,6.5,male,Unknown Mix,yellow-brown,short,medium,,
1558,Alma,12.92,female,Unknown Mix,gray and black,long,medium,yes,
1559,Zsombi,14.92,male,Dachshund Mix,brown,short,medium,,
1560,Gergo,6.67,male,Unknown Mix,black,short,medium,,yes
1561,Anda,7.5,female,Labrador Retriever Mix,black,short,large,no,yes
1562,,9.25,male,Pinscher Mix,black and brown,short,small,,
1563,Legra,7.17,female,Labrador Retriever Mix,black,short,large,,yes
1564,Sarah,11.17,female,Unknown Mix,apricot,short,medium,yes,yes
1565,Havana,8.33,female,Unknown Mix,black,short,medium,,yes
1566,Brico,6.75,male,Unknown Mix,striped,wirehaired,medium,yes,yes
1567,Tarzan,7.92,male,Terrier Mix,yellow-brown,medium,large,no,
1568,,6.67,male,Dachshund Mix,yellow-brown,short,small,no,yes
1569,Prucsi,10.33,female,Unknown Mix,yellow-brown,short,large,yes,
1570,Csilla,7.0,female,German Shepherd Dog Mix,black and brown,short,large,no,
1571,Borika,8.25,female,Pinscher Mix,brown,short,small,yes,yes
1572,Panna,6.5,female,Bull Terrier Mix,yellow,short,medium,yes,yes
1573,Borcsa,14.33,female,Unknown Mix,black and tan,short,medium,yes,yes
1574,Ricsi,7.67,male,"Labrador Retriever, Rhodesian Ridgeback Mix",golden,short,large,yes,yes
1575,Bond,6.75,male,Unknown Mix,brown and white,wirehaired,medium,yes,yes
1576,Benga,6.75,male,Unknown Mix,gray,medium,medium,yes,yes
1577,Pocok,6.5,female,Bull Terrier Mix,striped,short,medium,yes,yes
1578,Ismeretlen...,7.33,male,Fox Terrier,black and white,short,small,no,yes
1579,Robi,12.17,male,Labrador Retriever Mix,apricot,short,large,,
1580,Chili,6.67,male,Unknown Mix,brown,short,medium,,yes
1581,Fuchur A Sarkany,6.67,male,"Border Collie, Labrador Retriever, White Swiss Shepherd Mix",golden,medium,medium,no,yes
1582,Eben,6.58,male,Unknown Mix,black,medium,small,,yes
1583,,7.33,male,Unknown Mix,yellow-brown,medium,medium,,
1584,Somlo,11.83,female,Dachshund Mix,brown,short,small,,yes
1585,Boogie,13.92,male,Dogo Argentino Mix,spotty,short,medium,,
1586,Berci,8.33,male,Unknown Mix,black,short,medium,,
1587,Nanny,7.83,female,"German Shepherd Dog, Labrador Retriever Mix",golden,short,medium,no,yes
1588,Bogar,7.83,male,Unknown Mix,black,medium,medium,yes,
1589,Tomi Es Rani,11.33,male,Unknown Mix,black,wirehaired,medium,yes,
1590,Rosa,7.75,female,Unknown Mix,black,short,medium,,
1591,Fondu,7.0,female,"Chinese Shar-Pei, Labrador Retriever Mix",yellow-brown,short,medium,yes,yes
1592,Csopi,7.33,female,Terrier Mix,black,short,medium,,
1593,Mimi,7.33,female,Unknown Mix,gray,short,medium,,
1594,,7.42,male,"Pekingese, Spitz Mix",black and white,medium,small,no,
1595,,11.83,female,German Shepherd Dog Mix,black and brown,short,small,no,yes
1596,Juanita,6.92,female,Dogo Argentino,white,short,medium,yes,yes
1597,Annabell,7.25,female,Unknown Mix,brown,short,medium,,
1598,Csillag,7.08,male,Unknown Mix,black and brown,short,large,yes,
1599,Nanook,7.33,male,German Shepherd Dog Mix,sable,medium,large,,yes
1600,Habarcs,11.58,female,Unknown Mix,tricolor,short,medium,yes,
1601,Pixie,6.67,female,Staffordshire Terrier Mix,black and brown,short,medium,yes,yes
1602,Suti,6.75,male,Unknown Mix,tricolor,short,medium,no,yes
1603,Bozont,8.92,male,Schnauzer Mix,striped,short,small,no,yes
1604,Raba,9.33,male,"Belgian Sheepdog, German Shepherd Dog Mix",tricolor,short,medium,yes,
1605,,10.33,male,"Bolognese, Havanese, Maltese",brown and white,medium,small,no,
1606,Turbo,7.58,male,Unknown Mix,black,short,medium,,
1607,Larissa,7.08,female,Unknown Mix,black and brown,short,medium,,yes
1608,Galiba,14.58,male,Unknown Mix,yellow,medium,medium,yes,
1609,Gyali Gizmo,10.83,male,Unknown Mix,black,short,medium,yes,
1610,,6.17,male,Unknown Mix,white,medium,small,no,
1611,Jim,11.92,male,Unknown Mix,black and brown,short,medium,,yes
1612,,6.17,female,Unknown Mix,yellow-brown,short,medium,no,
1613,Ozdor,8.92,male,Unknown Mix,black,short,large,,yes
1614,Opal,8.92,female,Unknown Mix,black,short,large,,
1615,River,7.0,male,Unknown Mix,brown,short,medium,,yes
1616,Izabell,8.92,female,German Shepherd Dog Mix,sable,short,large,,yes
1617,,6.17,male,Unknown Mix,yellow-brown,short,small,,
1618,Domino,14.92,male,German Dog,spotty,short,large,yes,
1619,Bobo,6.5,male,Unknown Mix,tricolor,short,small,no,yes
1620,Sashalmi Alex,12.25,male,Unknown Mix,gray and white,short,large,yes,
1621,Brenda,6.67,female,Unknown Mix,black and white,short,medium,,
1622,Jetta,6.58,female,Unknown Mix,black,short,small,,
1623,Prinz,7.67,male,Unknown Mix,black,wirehaired,medium,,
1624,Irisz,8.75,female,Staffordshire Terrier Mix,brown and white,short,medium,yes,yes
1625,Limbo,12.92,male,Puli Mix,gray,wirehaired,medium,,yes
1626,,6.5,male,Unknown Mix,brown,short,medium,,
1627,Donna &Amp,11.42,female,German Shepherd Dog,sable,long,large,,
1628,Theodora,10.92,female,Unknown Mix,brown,long,medium,,yes
1629,Malvina,7.75,female,Unknown Mix,gray and black,wirehaired,medium,,
1630,Waldi,6.75,male,Unknown Mix,black and brown,short,medium,,
1631,Patsy,7.5,female,Unknown Mix,yellow-brown,short,medium,,yes
1632,Tanja,7.92,female,German Shepherd Dog Mix,black,short,medium,,yes
1633,Ryen,7.83,male,Unknown Mix,black and brown,short,medium,,
1634,Kiskutya,6.58,female,Unknown Mix,brown,short,small,no,yes
1635,Barnabas,7.75,male,Dachshund Mix,brown,short,medium,,yes
1636,Puszi,14.42,female,Unknown Mix,black and white,short,large,no,yes
1637,Bari,8.0,female,Kuvasz Mix,white,medium,large,,
1638,Watson,7.42,male,Unknown Mix,black and brown,short,medium,,yes
1639,Maya,7.25,female,Adoptable From:,apricot,short,medium,no,
1640,Johnny,13.0,male,Unknown Mix,sable,short,medium,yes,yes
1641,Panni,11.5,female,Bull Terrier Mix,white,short,medium,no,yes
1642,Mekkon,6.75,male,German Shepherd Dog Mix,brown,short,medium,,yes
1643,"""Bjorn""",6.75,male,Labrador Retriever Mix,black,short,medium,no,yes
1644,Barnabas,8.5,male,Unknown Mix,brown,short,medium,no,yes
1645,Peti,7.0,male,Schnauzer Mix,black,long,large,,yes
1646,Chuby,12.5,female,"Havanese, Puli, Pumi Mix",gray,long,medium,yes,
1647,Kiki,6.67,male,Fox Terrier Mix,tricolor,short,medium,,yes
1648,Dezso,7.33,male,Unknown Mix,black and brown,long,small,no,
1649,Lucky,7.25,male,Unknown Mix,brown,long,small,no,yes
1650,Bruno,9.5,male,Unknown Mix,black,short,large,no,
1651,Marina,6.83,female,Unknown Mix,black and brown,medium,large,,yes
1652,Pongo,8.0,male,Unknown Mix,brown,medium,large,yes,yes
1653,Jamie,7.92,male,Unknown Mix,black,short,medium,,
1654,Kisvardai Keve,7.17,male,Greyhound Mix,yellow-brown,short,medium,yes,yes
1655,Balazs,8.0,male,Unknown Mix,brown,short,large,no,yes
1656,Szergely,7.0,male,Unknown Mix,black and brown,medium,medium,,yes
1657,Muffin,6.75,female,German Shepherd Dog Mix,black and brown,short,medium,,yes
1658,Rudy,9.33,male,Staffordshire Terrier Mix,spotty,short,medium,no,yes
1659,Bozont,18.5,male,Unknown Mix,gray and white,medium,large,no,yes
1660,Henry,7.0,male,Unknown Mix,black,short,medium,,
1661,Fulop,8.5,male,Puli Mix,black,long,medium,,
1662,Jimboo,11.67,male,Dogo Argentino,white,short,medium,,yes
1663,Rosso,8.58,male,Unknown Mix,red,medium,medium,,yes
1664,Dufi,7.75,male,Unknown Mix,white,short,medium,,
1665,Lotar,14.92,male,Fox Terrier Mix,spotty,short,medium,,yes
1666,Viktor,17.25,male,Unknown Mix,black and white,short,medium,yes,
1667,Panni,7.92,female,Unknown Mix,tricolor,short,small,yes,yes
1668,Beagle Fiu,8.58,male,Beagle,tricolor,short,medium,no,
1669,Shoko,7.92,male,Unknown Mix,black,medium,medium,,
1670,Talalt Spicc,11.58,male,Spitz,white,long,small,no,
1671,Bobby,7.92,male,Unknown Mix,black,short,medium,,
1672,Carita,7.58,female,Unknown Mix,yellow-brown,medium,medium,,
1673,Kisvardai Kolos,7.17,male,Greyhound Mix,yellow-brown,short,medium,yes,yes
1674,Einstein,8.08,male,Pumi Mix,gray,medium,medium,no,yes
1675,Gyali Csipi,12.42,female,Unknown Mix,yellow-brown,short,medium,,
1676,Mumus,7.08,male,Unknown Mix,brown,medium,medium,,
1677,Betty,8.92,female,German Shepherd Dog Mix,saddle back,short,medium,yes,yes
1678,Picurella,14.67,female,Unknown Mix,black and white,short,small,yes,
1679,,6.92,female,Unknown Mix,brown,medium,small,,
1680,Hopi,8.75,male,Unknown Mix,yellow-brown,short,medium,,
1681,Tina,9.92,female,Cocker Spaniel,black and brown,medium,medium,,
1682,Resi,13.92,female,Unknown Mix,sable,short,medium,,
1683,Kajla,7.5,female,Dachshund Mix,brown,short,medium,,
1684,Marta,9.0,female,Unknown Mix,brown and white,short,medium,,
1685,Schnecke,7.83,female,Terrier Mix,gray and black,medium,medium,,yes
1686,Bebi,7.75,female,Unknown Mix,black,medium,medium,,
1687,Camillo,8.92,male,Pekingese Mix,brown,short,small,,
1688,Aden,15.92,female,Beagle,tricolor,short,medium,,
1689,Cheryl,7.92,female,Unknown Mix,black,short,medium,,yes
1690,Guszti,12.58,male,Dachshund Mix,black and brown,wirehaired,medium,,
1691,Bogi,7.67,female,Dachshund Mix,black,short,medium,,yes
1692,Adele,7.92,female,Unknown Mix,sable,short,medium,,
1693,Xanto,9.83,male,Puli Mix,black,long,medium,,
1694,Tina,8.08,female,"Kuvasz, Labrador Retriever Mix",brown and white,short,large,no,yes
1695,Geri,9.92,male,Unknown Mix,spotty,short,medium,,
1696,Jonny,15.67,male,Unknown Mix,black and brown,short,medium,,
1697,Ria,7.33,female,Unknown Mix,black and brown,wirehaired,medium,,yes
1698,Adam,7.75,male,Unknown Mix,black,wirehaired,small,,
1699,Rezes,10.0,male,Unknown Mix,red,short,medium,yes,
1700,Borzas,10.75,male,Tibetan Terrier,black,long,medium,,yes
1701,Suzy,8.17,female,Unknown Mix,black and brown,short,large,yes,yes
1702,Benga,8.92,male,"Beagle, Chihuahua Mix",black and white,short,small,no,yes
1703,Dani,7.75,male,Unknown Mix,black,short,small,,no
1704,Tulipan,12.67,female,Dachshund Mix,red,short,small,,
1705,Reta,7.33,female,Unknown Mix,black and brown,wirehaired,medium,,yes
1706,Anda,7.0,female,Unknown Mix,brown,short,medium,,yes
1707,Olgi,8.08,female,Unknown Mix,black,medium,medium,yes,yes
1708,Dundi,10.92,female,Dachshund Mix,red,long,small,,
1709,Grafit Grafi,7.25,male,Terrier Mix,black and tan,short,medium,,
1710,Puli Keverek,10.75,male,Unknown Mix,black,long,medium,,
1711,Hevesi Palota Pincsi,16.75,male,Pekingese,red,long,small,,
1712,Tufa,7.25,male,Unknown Mix,yellow-brown,medium,medium,,
1713,Rella,7.33,female,Unknown Mix,sable,wirehaired,medium,,yes
1714,Jamie,8.17,male,Unknown Mix,gray,short,medium,yes,
1715,Gyali Tacsko Keverek,8.75,male,Unknown Mix,brown and white,short,medium,,yes
1716,Dino,7.67,female,Dachshund Mix,red,short,small,,
1717,,13.75,male,Unknown Mix,yellow-brown,short,small,,yes
1718,Hevesi Keverek Kutyus,10.75,male,Unknown Mix,black and tan,medium,medium,,
1719,Bundy,12.92,male,Puli,black,long,medium,,
1720,Geza,7.92,male,Dachshund Mix,yellow,short,medium,,
1721,Elhagyott,8.25,female,Unknown Mix,spotty,short,medium,,
1722,Leila,8.17,female,Staffordshire Terrier Mix,black and white,short,medium,,
1723,Maci,14.75,male,Unknown Mix,brown,medium,large,,
1724,Nudli,7.92,female,Unknown Mix,brown,short,medium,,yes
1725,Macko,7.0,male,Unknown Mix,apricot,short,medium,yes,
1726,Kisvacak,7.42,male,Unknown Mix,black,medium,small,,
1727,Beni,18.75,male,Unknown Mix,black and white,short,large,no,
1728,Sumi,9.75,male,Chinese Shar-Pei,yellow-brown,short,medium,,
1729,Lady,7.75,female,Caucasian Ovtcharka Mix,apricot,medium,medium,,
1730,Tundi,8.25,female,Unknown Mix,black and white,medium,medium,,
1731,Buzz,8.25,male,Unknown Mix,black and brown,short,medium,,
1732,Patrick,7.92,male,Staffordshire Terrier Mix,yellow-brown,short,medium,,
1733,Basel,9.25,male,"Dachshund, Spaniel Mix",black,short,medium,,
1734,Tuna,10.92,female,Unknown Mix,striped,short,medium,,
1735,Gina,12.58,female,Unknown Mix,brown,short,medium,yes,
1736,Felicia,7.08,female,Unknown Mix,yellow-brown,wirehaired,medium,,
1737,Kendy Babak,7.08,male,Unknown Mix,black,medium,medium,,
1738,Piff,7.67,male,Unknown Mix,apricot,short,medium,yes,
1739,Vuki,7.75,male,Unknown Mix,red,short,medium,,
1740,Gombi,7.08,male,Unknown Mix,black,medium,medium,,
1741,Juci,9.83,female,German Shepherd Dog Mix,sable,short,large,,
1742,Grafit Besso,12.5,female,Unknown Mix,black,short,medium,yes,
1743,Foltos,10.67,male,Fox Terrier,brown and white,short,small,no,yes
1744,Missy,7.0,female,Unknown Mix,white,medium,medium,,
1745,Liderc,7.42,male,Staffordshire Terrier Mix,yellow-brown,short,medium,,yes
1746,Grafit Dakar,7.25,male,Unknown Mix,yellow,short,medium,yes,
1747,Grafit Damian,7.25,male,Unknown Mix,black,short,medium,,
1748,Pici,7.42,male,Unknown Mix,black and white,short,medium,,
1749,Mizo,7.75,female,Unknown Mix,spotty,short,medium,yes,
1750,Picur,10.75,male,Unknown Mix,apricot,short,medium,,
1751,Gombi,15.92,male,Great Dane Mix,brown,short,medium,,yes
1752,Mizo,7.75,female,Unknown Mix,spotty,short,medium,yes,
1753,,9.42,female,Pekingese,brown and white,medium,small,no,yes
1754,Junior,9.25,male,Unknown Mix,apricot,short,medium,,yes
1755,Betty,12.92,female,Unknown Mix,spotty,medium,medium,,
1756,Lili,7.08,female,Unknown Mix,black and white,short,medium,,
1757,Fuge,10.08,male,Fox Terrier Mix,tricolor,wirehaired,small,no,yes
1758,Borisz,7.58,male,Unknown Mix,brown and white,long,medium,no,yes
1759,Hera,11.67,female,German Pointer Mix,black and white,wirehaired,medium,,yes
1760,Marley,11.5,male,Unknown Mix,black,long,large,yes,yes
1761,Grimbusz,8.17,male,Unknown Mix,black and brown,medium,medium,,yes
1762,Niga,8.92,male,Labrador Retriever Mix,black,short,medium,,yes
1763,Kantor,16.92,male,German Shepherd Dog Mix,saddle back,medium,medium,,yes
1764,Todor,16.92,male,German Shepherd Dog Mix,sable,medium,large,,yes
1765,Nedda,7.33,female,Unknown Mix,brown,short,medium,,yes
1766,Moncsi,10.25,female,Unknown Mix,black and white,short,large,yes,yes
1767,Bartok,9.0,male,Unknown Mix,red,medium,medium,,yes
1768,Toto,11.42,male,Pekingese Mix,black and brown,medium,small,no,yes
1769,Nuba,7.33,female,Unknown Mix,brown,short,medium,,yes
1770,Tequila,16.92,male,Dachshund Mix,red,short,small,,yes
1771,Ambra,16.92,male,Siberian Husky Mix,gray and white,medium,large,,yes
1772,Linda,7.92,female,Dachshund Mix,yellow-brown,short,medium,,
1773,Barnabu,13.92,male,"Akita, German Shepherd Dog Mix",yellow-brown,short,large,,yes
1774,Lori,10.42,female,Unknown Mix,yellow-brown,medium,medium,yes,yes
1775,Pulcsi,16.92,male,Puli Mix,white,long,medium,,yes
1776,Pako,11.67,male,Unknown Mix,black,long,large,no,
1777,Vincent,7.67,male,Unknown Mix,saddle back,medium,medium,,yes
1778,Bubu,8.92,male,Staffordshire Terrier Mix,brown,short,medium,,
1779,Bogi,7.58,female,Unknown Mix,black,short,large,no,yes
1780,Baltazar,9.92,male,Unknown Mix,black,medium,large,,yes
1781,Valcsi,9.58,female,Unknown Mix,black and white,short,medium,yes,
1782,Baro,7.92,male,Unknown Mix,black and brown,short,large,no,yes
1783,Maszat,11.33,female,Terrier Mix,apricot,short,small,yes,
1784,Frakk,10.42,male,Vizsla Mix,brown,short,large,,
1785,Matzo,16.92,male,Caucasian Ovtcharka Mix,black and white,medium,medium,,
1786,Many,7.83,male,Terrier Mix,brown and white,wirehaired,small,no,
1787,Terry,15.92,male,Fox Terrier Mix,black and white,short,medium,,
1788,Candy,9.92,female,Dachshund Mix,sable,short,medium,,
1789,Orokbeado Nap: Jan.. Illatos Ut,6.92,male,Unknown Mix,apricot,short,medium,,
1790,Field,8.33,male,Chinese Shar-Pei Mix,apricot,short,medium,yes,
1791,Lepke,8.92,female,Hound Mix,black and brown,short,medium,,yes
1792,Tapasz,12.92,male,Belgian Sheepdog Mix,black and brown,long,large,yes,
1793,Cili,8.75,female,Unknown Mix,black and white,short,large,yes,
1794,Mesi,9.92,female,Unknown Mix,yellow-brown,short,medium,yes,
1795,Morzsi,11.25,female,Dachshund Mix,black and white,short,small,yes,yes
1796,Solange,9.92,female,Unknown Mix,apricot,long,medium,yes,yes
1797,Furge,9.92,male,Unknown Mix,black and white,short,medium,no,yes
1798,Kefe,9.92,male,German Pointer,brown and white,long,medium,no,
1799,Hedi,8.83,female,German Shepherd Dog Mix,sable,medium,medium,,yes
1800,Rozi,10.5,female,Vizsla Mix,brown,wirehaired,medium,,yes
1801,Gusto,8.08,male,Unknown Mix,black,medium,medium,,
1802,Solo,12.92,male,Unknown Mix,black,short,medium,,
1803,Roxi,7.92,female,Rottweiler Mix,black and brown,short,large,,yes
1804,Kajla,7.42,male,Unknown Mix,black and brown,short,large,,yes
1805,Csivi,13.92,female,Unknown Mix,brown and white,long,medium,,yes
1806,Doc,8.33,male,Unknown Mix,black and brown,short,medium,,
1807,Maci,7.83,male,Unknown Mix,brown,medium,large,,yes
1808,Gazsi,15.58,male,Unknown Mix,apricot,wirehaired,medium,,
1809,Csaba,9.92,male,Unknown Mix,apricot,long,medium,,
1810,Furtos,7.42,male,Unknown Mix,black and white,medium,medium,,yes
1811,Drive,9.5,female,Unknown Mix,apricot,medium,medium,,
1812,Happy,9.42,male,Unknown Mix,black and tan,short,medium,,
1813,Dingo,8.58,male,Unknown Mix,striped,short,medium,,
1814,Bella,9.67,female,Setter Mix,black and brown,medium,medium,,
1815,Sinbad,7.08,male,Unknown Mix,brown,short,small,,yes
1816,Kuvasz,13.92,female,Kuvasz Mix,white,long,medium,,
1817,Bator,8.0,male,Unknown Mix,white,medium,small,yes,yes
1818,Yess,11.17,female,Beagle,brown and white,short,medium,,
1819,Rasputyin,13.92,male,German Shepherd Dog,sable,short,large,,
1820,Csopi Ur,11.92,male,Unknown Mix,brown and white,wirehaired,small,no,yes
1821,Benoke,8.67,male,Unknown Mix,black,short,large,no,
1822,"Limuzin  ""Limo""",8.5,female,Unknown Mix,black,medium,medium,no,yes
1823,Arpika,8.17,male,Unknown Mix,brown and white,short,medium,no,yes
1824,Turbo,8.75,male,Unknown Mix,yellow-brown,short,medium,no,
1825,,7.08,female,Unknown Mix,black and tan,medium,small,,
1826,Maya,8.67,female,Unknown Mix,black and white,short,medium,yes,yes
1827,Luky,12.08,female,Rottweiler,black and tan,short,large,yes,yes
1828,Yoko,7.33,female,Unknown Mix,brown,short,small,yes,yes
1829,Bobette,7.92,female,Labrador Retriever Mix,black,short,medium,,
1830,Mr. Chilli,8.58,male,Unknown Mix,black and brown,short,medium,no,
1831,Reni,7.92,female,Unknown Mix,yellow-brown,short,medium,yes,yes
1832,Bambusz,8.67,female,Unknown Mix,black and brown,short,medium,yes,
1833,Barka,7.75,female,Unknown Mix,black,short,medium,yes,
1834,Szivi,8.0,female,Unknown Mix,black and brown,short,medium,yes,
1835,Juhar,7.75,female,Unknown Mix,black and white,short,medium,yes,
1836,Picurka,8.0,female,Unknown Mix,black,short,medium,,
1837,Filipke,8.42,male,Unknown Mix,black and brown,short,small,no,
1838,Oszike,7.5,female,Unknown Mix,black and white,short,medium,yes,yes
1839,River,7.92,female,Unknown Mix,saddle back,short,medium,yes,
1840,Ali,8.25,male,Unknown Mix,brown,short,medium,,
1841,Bia,12.5,female,Unknown Mix,black and white,short,medium,yes,
1842,Boni,7.25,female,Unknown Mix,black and white,medium,medium,no,
1843,Cherry Queen,10.92,female,Unknown Mix,wild boar,medium,large,yes,
1844,Lola,9.92,female,Unknown Mix,brown,short,small,yes,yes
1845,Chivas,8.67,male,Unknown Mix,red,short,large,,yes
1846,Carmen,9.25,female,German Shepherd Dog,sable,short,medium,,yes
1847,Satanka,10.0,male,Unknown Mix,black,short,large,,
1848,Kuszkusz,9.17,male,Unknown Mix,gray and white,long,medium,yes,yes
1849,Dumbo,11.25,male,Unknown Mix,yellow,short,medium,yes,
1850,Rezi,10.92,female,Unknown Mix,yellow-brown,wirehaired,medium,,
1851,Verne,8.33,male,Unknown Mix,black and tan,short,medium,yes,
1852,Merzse Twist,8.42,female,Unknown Mix,black,short,medium,yes,
1853,Tarna,9.33,female,Unknown Mix,black and tan,short,medium,yes,
1854,Rico,13.0,male,Dachshund Mix,brown,short,small,,
1855,Jago,7.25,male,Dachshund Mix,black and brown,medium,medium,,
1856,Szofi,9.92,female,Unknown Mix,black and tan,medium,medium,yes,
1857,Scylla,9.75,female,Unknown Mix,brown and white,short,medium,,
